,Date,Ticker,Title,Direction,Direction_Num,Market Cap,Editor-Picks,Author-Followers,Initial-Stock-Price,Current-Stock-Price10,Current-Stock-Price30,Current-Stock-Price90,sp500-Price10,sp500-Price30,sp500-Price90,stock_change10,stock_change30,stock_change90,sp500_change10,sp500_change30,sp500_change90,difference10,difference30,difference90,status10,status30,status90
1094,"Mar. 11, 2014  3:25 PM ET",IBM,Why I&#x27;m Still Blue On Big Blue,NA,4.00,152494000000.00,2.00,1128.00,181.53,181.97,190.75,182.59,1866.52,1833.08,1951.27,0.24,5.08,0.58,-0.09,-1.88,4.45,0.33,6.96,-3.86,0.00,1.00,0.00
1095,"Mar. 11, 2014  3:24 PM ET",NOK,New Profit Sources Provide Nokia With Major Upside,NA,4.00,28322771400.00,2.00,35.00,7.27,6.73,7.17,7.42,1866.52,1833.08,1951.27,-7.43,-1.38,2.06,-0.09,-1.88,4.45,-7.34,0.50,-2.38,0.00,0.00,0.00
1096,"Mar. 11, 2014  3:19 PM ET",TGT,"Wal-Mart: Make Money, Live Better?",NA,4.00,263979000000.00,2.00,266.00,59.25,57.65,57.86,56.27,1866.52,1833.08,1951.27,-2.70,-2.35,-5.03,-0.09,-1.88,4.45,-2.61,-0.47,-9.48,0.00,0.00,0.00
1097,"Mar. 11, 2014  3:08 PM ET",PFE,Pfizer Looks Fairly Valued,NA,4.00,208381000000.00,2.00,111.00,30.88,31.07,29.56,28.59,1866.52,1833.08,1951.27,0.62,-4.27,-7.42,-0.09,-1.88,4.45,0.71,-2.39,-11.86,0.00,0.00,0.00
1098,"Mar. 11, 2014  2:52 PM ET",BNKJF,Bankers Petroleum Is Cheap And Growing Quickly,NA,4.00,490491877.00,2.00,3366.00,4.66,4.90,5.02,5.99,1866.52,1833.08,1951.27,5.15,7.73,28.54,-0.09,-1.88,4.45,5.24,9.61,24.09,1.00,1.00,1.00
1099,"Mar. 12, 2014  8:26 PM ET",REMX,Tasman Metals: Europe&#x27;s Future Supplier Of Critical Metals For Clean Energy?,NA,4.00,33467813.00,2.00,1831.00,33.74,34.22,36.37,34.00,1860.77,1815.69,1950.79,1.42,7.79,0.77,0.78,-1.66,5.66,0.64,9.45,-4.89,0.00,1.00,0.00
1100,"Mar. 12, 2014  6:33 PM ET",ULTA,Will Ulta Salon Recover After Big Earnings Miss Last Quarter?,NA,4.00,9661284816.00,2.00,2282.00,89.51,100.84,91.05,85.31,1860.77,1815.69,1950.79,12.66,1.72,-4.69,0.78,-1.66,5.66,11.88,3.38,-10.35,1.00,0.00,0.00
1101,"Mar. 12, 2014  5:45 PM ET",DPRX,Dipexium Pharmaceuticals IPO Could Be A Cure-All For This Emerging Biotech Company,NA,4.00,108004144.00,2.00,8830.00,14.04,10.85,10.01,9.40,1860.77,1815.69,1950.79,-22.72,-28.70,-33.05,0.78,-1.66,5.66,-23.50,-27.04,-38.71,0.00,0.00,0.00
1102,"Mar. 12, 2014  5:42 PM ET",FDP,Chiquita-Fyffes Merger: 16 Billion Big Bananas,NA,4.00,0.00,2.00,8830.00,27.27,27.14,26.25,29.74,1860.77,1815.69,1950.79,-0.48,-3.74,9.06,0.78,-1.66,5.66,-1.26,-2.08,3.40,0.00,0.00,0.00
1103,"Mar. 12, 2014  5:21 PM ET",ENRT,"Capitalizing On Cannabis: An Interview With Robert McAllister, CEO Of Enertopia",NA,4.00,4445811.00,2.00,69542.00,0.53,0.83,0.31,0.15,1860.77,1815.69,1950.79,56.60,-41.51,-71.70,0.78,-1.66,5.66,55.82,-39.85,-77.36,1.00,0.00,0.00
1104,"Mar. 12, 2014  5:15 PM ET",PSXP,Phillips 66: Significant Insider Buying A Very Bullish Indicator,NA,4.00,40566675941.00,2.00,4667.00,47.45,45.54,52.85,63.68,1860.77,1815.69,1950.79,-4.03,11.38,34.20,0.78,-1.66,5.66,-4.81,13.04,28.55,0.00,1.00,1.00
1105,"Mar. 12, 2014  5:04 PM ET",GIS,General Mills: Some Points That Are Rarely Mentioned,NA,4.00,31485441877.00,2.00,553.00,49.42,49.44,49.95,53.87,1860.77,1815.69,1950.79,0.04,1.07,9.00,0.78,-1.66,5.66,-0.74,2.73,3.35,0.00,0.00,0.00
1106,"Mar. 12, 2014  5:02 PM ET",CRUD,Reasons To Like Northern Tier In 2014,NA,4.00,2305952096.00,2.00,1116.00,40.85,49.44,49.95,53.87,1860.77,1815.69,1950.79,0.04,1.07,9.00,0.78,-1.66,5.66,-0.74,2.73,3.35,0.00,0.00,0.00
1107,"Mar. 12, 2014  4:58 PM ET",XSW,Salesforce.com: Immense Potential For Growth,NA,4.00,42028760000.00,2.00,709.00,89.92,90.91,80.78,84.55,1860.77,1815.69,1950.79,1.10,-10.16,-5.97,0.78,-1.66,5.66,0.32,-8.50,-11.63,0.00,0.00,0.00
1108,"Mar. 12, 2014  4:48 PM ET",VLKAY,Is Ballard Power Systems Another House Of Cards?,NA,4.00,281381767.00,2.00,1660.00,47.32,46.80,51.31,52.09,1860.77,1815.69,1950.79,-1.10,8.43,10.08,0.78,-1.66,5.66,-1.88,10.09,4.42,0.00,1.00,0.00
1109,"Mar. 12, 2014  4:30 PM ET",XME,Rusty Outlook For Rio Tinto,NA,4.00,77981602925.00,2.00,709.00,40.96,41.55,40.77,39.47,1860.77,1815.69,1950.79,1.44,-0.46,-3.64,0.78,-1.66,5.66,0.66,1.20,-9.29,0.00,0.00,0.00
1110,"Mar. 12, 2014  4:13 PM ET",SDLP,Seadrill Discusses The Downturn In The Offshore Drilling Market,NA,4.00,4493970635.00,2.00,1552.00,28.04,26.76,26.27,30.63,1860.77,1815.69,1950.79,-4.56,-6.31,9.24,0.78,-1.66,5.66,-5.35,-4.65,3.58,0.00,0.00,0.00
1111,"Mar. 12, 2014  3:51 PM ET",NLY,Annaly Is A Buy Amid Uncertainty,NA,4.00,9950595890.00,2.00,1256.00,10.19,10.32,10.58,10.66,1860.77,1815.69,1950.79,1.28,3.83,4.61,0.78,-1.66,5.66,0.49,5.49,-1.04,0.00,1.00,0.00
1112,"Mar. 12, 2014  3:50 PM ET",GNW,Genworth Financial As A Value Investment,NA,4.00,3652923408.00,2.00,20.00,16.72,18.00,16.00,17.98,1860.77,1815.69,1950.79,7.66,-4.31,7.54,0.78,-1.66,5.66,6.87,-2.65,1.88,1.00,0.00,0.00
1113,"Mar. 12, 2014  3:18 PM ET",DG,Why Dollar General Will Continue 10% Growth Despite Poor Weather,NA,4.00,22544545856.00,2.00,2282.00,57.66,58.03,54.74,61.14,1860.77,1815.69,1950.79,0.64,-5.06,6.04,0.78,-1.66,5.66,-0.14,-3.40,0.38,0.00,0.00,0.00
1114,"Mar. 12, 2014  3:07 PM ET",QTWW,Hexagon Composites - New Orders Send The Share Price Soaring,NA,4.00,339622920.00,2.00,171.00,9.41,10.18,8.08,4.38,1860.77,1815.69,1950.79,8.18,-14.13,-53.45,0.78,-1.66,5.66,7.40,-12.47,-59.11,1.00,0.00,0.00
1115,"Mar. 12, 2014  2:58 PM ET",TWC,Liberty Media Undervalued,NA,4.00,13398606146.00,2.00,1369.00,134.70,133.88,130.38,141.55,1860.77,1815.69,1950.79,-0.61,-3.21,5.09,0.78,-1.66,5.66,-1.39,-1.55,-0.57,0.00,0.00,0.00
1116,"Mar. 12, 2014  2:53 PM ET",UN,Unilever: Attractive Exposure To Emerging Markets,NA,4.00,127227000000.00,2.00,215.00,37.03,37.20,40.75,42.41,1860.77,1815.69,1950.79,0.46,10.05,14.53,0.78,-1.66,5.66,-0.32,11.71,8.87,0.00,1.00,1.00
1117,"Mar. 12, 2014  2:49 PM ET",CSCO,Should You Buy Juniper Networks?,NA,4.00,9535748029.00,2.00,1104.00,20.87,20.99,21.97,24.45,1860.77,1815.69,1950.79,0.57,5.27,17.15,0.78,-1.66,5.66,-0.21,6.93,11.50,0.00,1.00,1.00
1118,"Mar. 12, 2014  2:48 PM ET",CIMT,Cimatron - Entering The 3-D Printing Software Market With Record Growth And Trailing P/E Of 16,NA,4.00,0.00,2.00,743.00,8.05,7.85,6.68,6.37,1860.77,1815.69,1950.79,-2.48,-17.02,-20.87,0.78,-1.66,5.66,-3.27,-15.36,-26.53,0.00,0.00,0.00
1119,"Mar. 12, 2014  2:45 PM ET",APPS,Mandalay Digital: Arms Supplier To Mobile Monetization Wars Poised For Explosive Growth,NA,4.00,0.00,2.00,352.00,4.00,4.15,3.50,3.76,1860.77,1815.69,1950.79,3.75,-12.50,-6.00,0.78,-1.66,5.66,2.97,-10.84,-11.66,0.00,0.00,0.00
1120,"Mar. 12, 2014  2:45 PM ET",CCL,Cruise Into Profits With Royal Caribbean,NA,4.00,17031581563.00,2.00,5691.00,37.57,39.00,36.12,39.45,1860.77,1815.69,1950.79,3.81,-3.86,5.00,0.78,-1.66,5.66,3.02,-2.20,-0.65,0.00,0.00,0.00
1121,"Mar. 13, 2014  5:09 PM ET",GLW,Corning: A Perfect Case Study On When To Sell,NA,4.00,29240832236.00,1.00,1910.00,18.51,19.15,19.99,21.14,1872.01,1872.18,1943.89,3.46,8.00,14.21,1.68,1.69,5.58,1.78,6.31,8.63,0.00,1.00,1.00
1122,"Mar. 13, 2014  4:48 PM ET",XOP,Petroleum Geo-Services: Interesting But Requires Proper Timing,NA,4.00,1038906000.00,2.00,63.00,68.17,69.83,71.13,78.05,1872.01,1872.18,1943.89,2.44,4.34,14.49,1.68,1.69,5.58,0.76,2.66,8.91,0.00,0.00,1.00
1123,"Mar. 13, 2014  4:43 PM ET",TOT,Why Is SunPower Planning To Issue Solar Asset-Backed Bonds?,NA,4.00,4241557123.00,2.00,2695.00,60.56,61.41,63.69,68.27,1872.01,1872.18,1943.89,1.40,5.17,12.73,1.68,1.69,5.58,-0.27,3.48,7.15,0.00,0.00,1.00
1124,"Mar. 13, 2014  4:39 PM ET",JNJ,Johnson &amp; Johnson&#x27;s Success In Cardiac Ablation,NA,4.00,275852000000.00,2.00,548.00,90.32,93.36,94.28,101.25,1872.01,1872.18,1943.89,3.37,4.38,12.10,1.68,1.69,5.58,1.69,2.70,6.52,0.00,0.00,1.00
1125,"Mar. 13, 2014  4:08 PM ET",SLV,Long Silver With A 16% Yield - Silver Shares Covered Call ETN,NA,4.00,25708968.00,2.00,21.00,20.62,19.52,19.19,18.46,1872.01,1872.18,1943.89,-5.33,-6.94,-10.48,1.68,1.69,5.58,-7.01,-8.62,-16.06,0.00,0.00,0.00
1126,"Mar. 13, 2014  4:06 PM ET",SPLS,"Staples: &#x27;Just Walk Away, Rene&#x27;",NA,4.00,10254198567.00,2.00,1836.00,10.88,11.03,11.51,10.77,1872.01,1872.18,1943.89,1.38,5.79,-1.01,1.68,1.69,5.58,-0.30,4.10,-6.59,0.00,0.00,0.00
1127,"Mar. 13, 2014  3:59 PM ET",CF,CF Industries Has Further Upside Potential,NA,4.00,14019771368.00,2.00,427.00,247.12,248.77,232.82,235.27,1872.01,1872.18,1943.89,0.67,-5.79,-4.80,1.68,1.69,5.58,-1.01,-7.47,-10.38,0.00,0.00,0.00
1128,"Mar. 13, 2014  3:48 PM ET",IMSC,Implant Sciences: Oh So Close,NA,4.00,67860886.00,2.00,20.00,0.85,0.95,1.05,0.95,1872.01,1872.18,1943.89,11.76,23.53,11.76,1.68,1.69,5.58,10.09,21.84,6.18,1.00,1.00,1.00
1129,"Mar. 13, 2014  3:45 PM ET",SLB,Schlumberger Is All Set To Outperform The Market,NA,4.00,102561000000.00,2.00,315.00,87.50,91.02,95.37,105.05,1872.01,1872.18,1943.89,4.02,8.99,20.06,1.68,1.69,5.58,2.35,7.31,14.48,0.00,1.00,1.00
1130,"Mar. 13, 2014  3:16 PM ET",NOK,The Lost Bets Chronicles: Nokia,NA,4.00,28322771400.00,2.00,68.00,7.08,6.73,6.96,7.56,1872.01,1872.18,1943.89,-4.94,-1.69,6.78,1.68,1.69,5.58,-6.62,-3.38,1.20,0.00,0.00,0.00
1131,"Mar. 13, 2014  3:10 PM ET",EPD,Enterprise Products Partners Is All Set To Grow,NA,4.00,60375367250.00,2.00,315.00,16.30,16.55,17.35,18.07,1872.01,1872.18,1943.89,1.53,6.44,10.86,1.68,1.69,5.58,-0.14,4.76,5.28,0.00,0.00,1.00
1132,"Mar. 13, 2014  2:59 PM ET",CHL,Qualcomm Benefits From China Mobile&#x27;s Likely Shift To Five-Mode Handsets,NA,4.00,113226000000.00,2.00,2695.00,43.25,40.05,46.03,47.78,1872.01,1872.18,1943.89,-7.40,6.43,10.47,1.68,1.69,5.58,-9.08,4.74,4.89,0.00,0.00,0.00
1133,"Mar. 13, 2014  2:49 PM ET",ADBE,Adobe Earnings Preview: Revenues From Cloud Services In Focus,NA,4.00,38679137415.00,2.00,2695.00,67.19,67.14,60.50,67.46,1872.01,1872.18,1943.89,-0.07,-9.96,0.40,1.68,1.69,5.58,-1.75,-11.64,-5.18,0.00,0.00,0.00
1134,"Mar. 13, 2014  2:43 PM ET",ADI,ModernGraham Quarterly/Annual Valuation Of Analog Devices Inc.,NA,4.00,17927923459.00,2.00,3359.00,48.72,51.78,50.66,54.49,1872.01,1872.18,1943.89,6.28,3.98,11.84,1.68,1.69,5.58,4.60,2.30,6.26,0.00,0.00,1.00
1135,"Mar. 13, 2014  2:37 PM ET",ZTCOY,QuickLogic Is Another Way To Ride The Coming Wave Of Always-On-Context-Aware Devices,NA,4.00,105070455.00,2.00,165.00,4.00,4.01,4.29,3.92,1872.01,1872.18,1943.89,0.25,7.25,-2.00,1.68,1.69,5.58,-1.43,5.56,-7.58,0.00,1.00,0.00
1136,"Mar. 13, 2014  2:33 PM ET",TJX,"TJX Companies: Debt May Have Increased, But So Did Profits",NA,4.00,46838334185.00,2.00,279.00,60.65,61.05,57.17,55.00,1872.01,1872.18,1943.89,0.66,-5.74,-9.32,1.68,1.69,5.58,-1.02,-7.42,-14.90,0.00,0.00,0.00
1137,"Mar. 14, 2014  7:55 PM ET",QADA,Pre-IPO Valuation: Investors Should Avoid Amber Road,NA,4.00,229533356.00,2.00,204.00,20.61,20.51,19.35,21.75,1857.44,1833.08,1930.11,-0.49,-6.11,5.53,-0.58,-1.88,3.31,0.09,-4.23,2.22,0.00,0.00,0.00
1138,"Mar. 14, 2014  7:35 PM ET",SLV,Expect A 10-20% Surge In The SPDR Gold Trust Next Week,NA,4.00,27875232000.00,2.00,5036.00,20.62,19.21,19.19,18.76,1857.44,1833.08,1930.11,-6.84,-6.94,-9.02,-0.58,-1.88,3.31,-6.26,-5.06,-12.33,0.00,0.00,0.00
1139,"Mar. 14, 2014  7:08 PM ET",P,Sirius: This Stock Will Never Disappoint You,NA,4.00,21823425505.00,2.00,709.00,35.44,31.39,25.31,26.50,1857.44,1833.08,1930.11,-11.43,-28.58,-25.23,-0.58,-1.88,3.31,-10.85,-26.70,-28.54,0.00,0.00,0.00
1140,"Mar. 14, 2014  7:07 PM ET",FCX,ModernGraham Quarterly Valuation Of Freeport-McMoRan,NA,4.00,18863115455.00,2.00,3359.00,29.80,30.34,31.54,32.61,1857.44,1833.08,1930.11,1.81,5.84,9.43,-0.58,-1.88,3.31,2.39,7.72,6.12,0.00,1.00,1.00
1141,"Mar. 14, 2014  5:56 PM ET",XLP,Is Yum Brands Heading In The Right Direction?,NA,4.00,33570763183.00,2.00,282.00,41.51,41.61,41.89,43.82,1857.44,1833.08,1930.11,0.24,0.92,5.56,-0.58,-1.88,3.31,0.82,2.80,2.25,0.00,0.00,0.00
1142,"Mar. 14, 2014  5:40 PM ET",FUEL,Don&#x27;t Let The Cat Out Of The Bag!,NA,4.00,35445093.00,2.00,502.00,48.43,46.13,36.63,25.09,1857.44,1833.08,1930.11,-4.75,-24.37,-48.19,-0.58,-1.88,3.31,-4.17,-22.49,-51.51,0.00,0.00,0.00
1143,"Mar. 14, 2014  5:39 PM ET",XLK,Still Some Long-Term Alpha Available At Microsoft,NA,4.00,339473000000.00,2.00,877.00,34.98,35.77,34.71,37.38,1857.44,1833.08,1930.11,2.26,-0.77,6.86,-0.58,-1.88,3.31,2.83,1.11,3.55,0.00,0.00,0.00
1144,"Mar. 14, 2014  4:23 PM ET",FB,Why Facebook&#x27;s Shares Are Running Up,NA,4.00,218463000000.00,2.00,2695.00,67.72,64.10,58.53,64.29,1857.44,1833.08,1930.11,-5.35,-13.57,-5.06,-0.58,-1.88,3.31,-4.77,-11.69,-8.38,0.00,0.00,0.00
1145,"Mar. 14, 2014  3:49 PM ET",AMZN,Bed Bath &amp; Beyond Slashes Its Q4 Outlook On Bad Weather,NA,4.00,13929385821.00,2.00,2695.00,373.74,351.85,311.73,325.91,1857.44,1833.08,1930.11,-5.86,-16.59,-12.80,-0.58,-1.88,3.31,-5.28,-14.71,-16.11,0.00,0.00,0.00
1146,"Mar. 14, 2014  3:28 PM ET",BGS,ModernGraham Quarterly Valuation Of B&amp;G Foods Inc.,NA,4.00,1506317345.00,2.00,3359.00,28.38,29.22,30.96,32.56,1857.44,1833.08,1930.11,2.96,9.09,14.73,-0.58,-1.88,3.31,3.54,10.97,11.41,0.00,1.00,1.00
1147,"Mar. 14, 2014  3:06 PM ET",LO,Lorillard: A Good Dividend Pick?,NA,4.00,24101561643.00,2.00,2131.00,49.83,50.14,50.19,58.60,1857.44,1833.08,1930.11,0.62,0.72,17.60,-0.58,-1.88,3.31,1.20,2.60,14.29,0.00,0.00,1.00
1148,"Mar. 14, 2014  3:05 PM ET",STADF,St. Andrew Goldfields: 5 Different Insiders Have Purchased Shares During The Last 30 Days,NA,4.00,75132272.00,2.00,3828.00,0.35,0.28,0.32,0.26,1857.44,1833.08,1930.11,-20.00,-8.57,-25.71,-0.58,-1.88,3.31,-19.42,-6.69,-29.03,0.00,0.00,0.00
1149,"Mar. 14, 2014  3:00 PM ET",HT,Hersha: Still A Sweet Opportunity For Yield And Growth,NA,4.00,1292443451.00,2.00,72.00,5.58,5.46,5.38,6.20,1857.44,1833.08,1930.11,-2.15,-3.58,11.11,-0.58,-1.88,3.31,-1.57,-1.70,7.80,0.00,0.00,1.00
1150,"Mar. 14, 2014  2:53 PM ET",LNCO,"Jim Cramer Sells Linn Energy, So You Can Be Sure I Am Going To Buy",NA,4.00,3758294882.00,2.00,4075.00,24.97,23.77,24.55,26.62,1857.44,1833.08,1930.11,-4.81,-1.68,6.61,-0.58,-1.88,3.31,-4.23,0.20,3.29,0.00,0.00,0.00
1151,"Mar. 14, 2014  2:48 PM ET",MSFT,BlackBerry Is On The Right Path,NA,4.00,5189490000.00,2.00,2131.00,36.71,39.44,38.18,39.79,1857.44,1833.08,1930.11,7.44,4.00,8.39,-0.58,-1.88,3.31,8.01,5.88,5.08,1.00,1.00,1.00
1152,"Mar. 14, 2014  2:26 PM ET",XRT,Costco: Customer Loyalty And International Expansion To Drive Growth,NA,4.00,65679358130.00,2.00,315.00,85.04,84.63,80.59,83.87,1857.44,1833.08,1930.11,-0.48,-5.23,-1.38,-0.58,-1.88,3.31,0.09,-3.35,-4.69,0.00,0.00,0.00
1153,"Mar. 14, 2014  2:25 PM ET",VZ,AT&amp;T Is A Solid Long-Term Pick,NA,4.00,170030000000.00,2.00,2131.00,44.07,44.96,45.51,47.42,1857.44,1833.08,1930.11,2.02,3.27,7.60,-0.58,-1.88,3.31,2.60,5.15,4.29,0.00,1.00,0.00
1154,"Mar. 14, 2014  2:23 PM ET",GIS,General Mills: Bright Growth Prospects,NA,4.00,31485441877.00,2.00,709.00,48.22,49.14,49.95,52.93,1857.44,1833.08,1930.11,1.91,3.59,9.77,-0.58,-1.88,3.31,2.48,5.47,6.45,0.00,1.00,1.00
1155,"Mar. 16, 2014  8:11 PM ET",LMT,"For Ekso, Military Could Prove To Be A Secondary Market With Deep Pockets",NA,4.00,101404849.00,2.00,16.00,159.04,154.75,152.57,160.33,1852.56,1842.98,1943.89,-2.70,-4.07,0.81,-0.34,-0.85,4.58,-2.36,-3.22,-3.76,0.00,0.00,0.00
1156,"Mar. 16, 2014  5:12 PM ET",BKE,The Buckle - Slow But Solid Expansion,NA,4.00,2324160932.00,2.00,9.00,42.65,42.79,41.10,41.75,1852.56,1842.98,1943.89,0.33,-3.63,-2.11,-0.34,-0.85,4.58,0.67,-2.78,-6.69,0.00,0.00,0.00
1157,"Mar. 16, 2014  4:56 PM ET",BBEP,BreitBurn Energy Partners: A Much Better Investment Than It Initially Appears,NA,4.00,1307769819.00,2.00,611.00,18.02,17.64,18.10,20.11,1852.56,1842.98,1943.89,-2.11,0.44,11.60,-0.34,-0.85,4.58,-1.77,1.30,7.02,0.00,0.00,1.00
1158,"Mar. 16, 2014  4:35 PM ET",VREYF,A Model Of Sustainability - Torc Oil &amp; Gas,NA,4.00,755785235.00,2.00,19.00,10.12,9.95,11.52,13.87,1852.56,1842.98,1943.89,-1.68,13.83,37.06,-0.34,-0.85,4.58,-1.34,14.69,32.48,0.00,1.00,1.00
1159,"Mar. 16, 2014  2:37 PM ET",QCOM,"Sell Intel, Buy Qualcomm?",NA,4.00,146484000000.00,2.00,8230.00,75.31,76.58,77.73,77.76,1852.56,1842.98,1943.89,1.69,3.21,3.25,-0.34,-0.85,4.58,2.02,4.07,-1.32,0.00,0.00,0.00
1160,"Mar. 16, 2014  2:24 PM ET",AAPL,Apple&#x27;s Future: iPhone Replacements?,NA,4.00,719881000000.00,2.00,1110.00,73.85,75.68,72.62,90.08,1852.56,1842.98,1943.89,2.48,-1.67,21.98,-0.34,-0.85,4.58,2.82,-0.81,17.40,0.00,0.00,1.00
1161,"Mar. 16, 2014  2:07 PM ET",BBRY,BlackBerry Forges Ahead In 2014: Investors Should Take A Wait And See Attitude,NA,4.00,5189490000.00,2.00,21.00,9.17,9.16,7.21,7.89,1852.56,1842.98,1943.89,-0.11,-21.37,-13.96,-0.34,-0.85,4.58,0.23,-20.52,-18.53,0.00,0.00,0.00
1162,"Mar. 16, 2014  1:35 PM ET",LQMT,New Developments In My Long Case For Liquidmetal Technologies,NA,4.00,62705181.00,2.00,214.00,0.28,0.27,0.19,0.22,1852.56,1842.98,1943.89,-3.57,-32.14,-21.43,-0.34,-0.85,4.58,-3.23,-31.29,-26.00,0.00,0.00,0.00
1163,"Mar. 16, 2014  1:33 PM ET",EMC,VMware: Is The Kid A Better Choice Than The Parent?,NA,4.00,34701085873.00,2.00,1264.00,27.15,26.90,26.60,26.30,1852.56,1842.98,1943.89,-0.92,-2.03,-3.13,-0.34,-0.85,4.58,-0.58,-1.17,-7.71,0.00,0.00,0.00
1164,"Mar. 16, 2014  1:22 PM ET",SSYS,3D Systems: Searching For The Bottom,NA,4.00,3028250832.00,2.00,1264.00,113.54,103.64,97.50,95.60,1852.56,1842.98,1943.89,-8.72,-14.13,-15.80,-0.34,-0.85,4.58,-8.38,-13.27,-20.38,0.00,0.00,0.00
1165,"Mar. 16, 2014  1:13 PM ET",VNR,Vanguard Natural Resources: The Best E&amp;P MLP Just Keeps Getting Better,NA,4.00,1189508741.00,2.00,611.00,27.14,27.13,27.69,28.79,1852.56,1842.98,1943.89,-0.04,2.03,6.08,-0.34,-0.85,4.58,0.30,2.88,1.50,0.00,0.00,0.00
1166,"Mar. 16, 2014  1:12 PM ET",GM,GM Weathering Storm Of Negative Press,NA,4.00,61274424816.00,2.00,8830.00,33.47,33.07,32.24,34.72,1852.56,1842.98,1943.89,-1.20,-3.67,3.73,-0.34,-0.85,4.58,-0.86,-2.82,-0.84,0.00,0.00,0.00
1167,"Mar. 16, 2014  1:02 PM ET",TM,Ford Motor: This Ridiculous Valuation Can&#x27;t Last Forever,NA,4.00,64086257565.00,2.00,4075.00,110.67,110.53,106.86,114.24,1852.56,1842.98,1943.89,-0.13,-3.44,3.23,-0.34,-0.85,4.58,0.21,-2.59,-1.35,0.00,0.00,0.00
1168,"Mar. 16, 2014 12:41 PM ET",EPD,Enterprise Products Partners: Buy Ahead Of The March 18th Analyst Day,NA,4.00,60375367250.00,2.00,765.00,16.50,16.48,17.42,18.14,1852.56,1842.98,1943.89,-0.12,5.58,9.94,-0.34,-0.85,4.58,0.22,6.43,5.36,0.00,1.00,1.00
1169,"Mar. 16, 2014 12:07 PM ET",IBM,Facebook And IBM: Together Can They Build A Smarter Planet?,NA,4.00,218463000000.00,2.00,2321.00,181.13,187.77,192.06,179.00,1852.56,1842.98,1943.89,3.67,6.03,-1.18,-0.34,-0.85,4.58,4.00,6.89,-5.75,0.00,1.00,0.00
1170,"Mar. 16, 2014 11:16 AM ET",SPLK,"Tableau Software: When You&#x27;re Hot, You&#x27;re Hot",NA,4.00,6561342720.00,2.00,271.00,85.48,74.84,64.36,47.17,1852.56,1842.98,1943.89,-12.45,-24.71,-44.82,-0.34,-0.85,4.58,-12.11,-23.85,-49.39,0.00,0.00,0.00
1171,"Mar. 16, 2014 10:05 AM ET",SDRL,Thoughts On Seadrill&#x27;s Dividend,NA,4.00,4493970635.00,2.00,2166.00,31.24,32.49,32.12,38.36,1852.56,1842.98,1943.89,4.00,2.82,22.79,-0.34,-0.85,4.58,4.34,3.67,18.22,0.00,0.00,1.00
1172,"Mar. 16, 2014  9:52 AM ET",SLV,The Stars (And Russian Troops) Are Aligned For Higher Gold Prices,NA,4.00,27875232000.00,2.00,52367.00,20.33,19.02,18.88,18.92,1852.56,1842.98,1943.89,-6.44,-7.13,-6.94,-0.34,-0.85,4.58,-6.11,-6.28,-11.51,0.00,0.00,0.00
1173,"Mar. 16, 2014  9:39 AM ET",GE,General Electric: Steady As She Goes,NA,4.00,252025000000.00,2.00,19140.00,24.55,24.74,24.93,26.11,1852.56,1842.98,1943.89,0.77,1.55,6.35,-0.34,-0.85,4.58,1.11,2.40,1.78,0.00,0.00,0.00
1174,"Mar. 16, 2014  9:30 AM ET",XOM,"Hey BP, Shake Off Your Legal Risks, And Then We&#x27;ll Talk",NA,4.00,125371000000.00,2.00,5269.00,91.68,92.05,95.92,100.45,1852.56,1842.98,1943.89,0.40,4.62,9.57,-0.34,-0.85,4.58,0.74,5.48,4.99,0.00,1.00,0.00
1175,"Mar. 16, 2014  9:30 AM ET",BOBS,Brazil Fast Food Is Undervalued - Get In Before It Gets Too Expensive,NA,4.00,130734206.00,2.00,16.00,17.95,17.95,17.27,17.25,1852.56,1842.98,1943.89,0.00,-3.79,-3.90,-0.34,-0.85,4.58,0.34,-2.94,-8.48,0.00,0.00,0.00
1176,"Mar. 16, 2014  7:59 AM ET",TCAP,The BDC Portion Of My Portfolio,NA,4.00,3049998118.00,2.00,1905.00,23.68,23.61,23.45,24.18,1852.56,1842.98,1943.89,-0.30,-0.97,2.11,-0.34,-0.85,4.58,0.04,-0.12,-2.46,0.00,0.00,0.00
1177,"Mar. 16, 2014  7:35 AM ET",LOCM,Local Corporation - Search Is Local,NA,4.00,11150456.00,2.00,1050.00,1.97,1.87,1.70,1.92,1852.56,1842.98,1943.89,-5.08,-13.71,-2.54,-0.34,-0.85,4.58,-4.74,-12.85,-7.11,0.00,0.00,0.00
1178,"Mar. 17, 2014  9:32 PM ET",ADBE,When Will Adobe&#x27;s Earnings Resume Growth?,NA,4.00,38679137415.00,2.00,2282.00,68.52,64.53,63.04,66.82,1849.04,1862.31,1930.11,-5.82,-8.00,-2.48,-1.24,-0.53,3.09,-4.58,-7.47,-5.57,0.00,0.00,0.00
1179,"Mar. 17, 2014  9:26 PM ET",FDX,FedEx Ground To Benefit From Holiday Season Sales But Costs Remain A Concern,NA,4.00,49103743298.00,2.00,2695.00,137.88,131.45,133.08,139.57,1849.04,1862.31,1930.11,-4.66,-3.48,1.23,-1.24,-0.53,3.09,-3.42,-2.95,-1.86,0.00,0.00,0.00
